Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG10911,110.549,94.9032,118.271,32.4362,26.1313,47.2052
CG10912,69.9123,172.047,98.6409,253.212,391.814,1013.56
CG5757,7.62594,10.2379,7.51544,10.3673,10.5797,13.2893
CG5756,2.98273,56.4644,9.00076,2.64559,13.396,17.42
stau,15.1781,10.4406,7.78646,7.69687,20.2111,22.9919
Spn6,53.315,66.5143,51.7538,73.0666,38.8383,34.4661
Hsf,15.4874,13.752,10.3928,11.0768,15.8466,20.1636
pAbp,659.813,542.986,540.036,266.834,486.716,490.374
CG17680,60.1963,58.9653,59.3822,36.3392,30.753,36.0399
adp,7.98714,7.3928,9.62896,12.1531,21.6278,26.6937
lolal,16.4245,48.4978,18.0583,26.5248,40.5451,63.4222
CG10915,11.2006,6.41575,6.03694,7.23566,13.3761,13.4789
Nup75,15.5873,14.7893,10.475,10.5794,13.8368,15.7938
Dgp-1,10.219,11.8415,12.864,13.7168,20.5472,21.5966
CG10916,8.4917,22.5315,18.5189,28.6447,31.229,39.3199
CG5726,10.8703,7.13434,5.25826,6.02455,12.5717,15.1714
CG5721,17.7036,23.0031,19.137,25.3916,39.1819,55.4867
CG14500,48.4939,62.6069,34.856,126.997,57.8808,18.5806
fj,7.20449,6.57217,4.75709,7.80117,12.9428,14.8251
Ote,4.54516,6.19402,6.56797,13.3994,16.9319,17.2912
pen-2,2.0023,5.78902,4.35999,7.84947,11.5362,20.0044
sbb,18.4882,8.33837,8.64915,7.51596,19.2755,19.643
IM23,2.47857,0.297559,3.45707,4.13326,6.86547,15.9854
IM1,16.5844,2.50561,10.1794,9.04961,8.78727,19.7423
IM2,7.44358,1.59643,12.6487,13.4478,18.1912,46.7544
IM3,23.8792,2.21572,13.0858,19.8315,28.077,34.4767
CG15065,11.0995,7.35323,2.62651,3.55817,4.14721,3.54816
CG15068,1.03978,0.931285,0.147843,5.5962,20.564,4.05823
Idgf5,28.4587,26.5004,42.2285,39.8437,27.6813,10.7089
GstE10,59.1978,39.1873,44.4995,20.1816,6.26899,1.159
GstE1,149.19,133.817,217.223,57.2045,46.1665,30.3775
GstE3,76.0435,209.476,147.848,67.6322,38.6096,27.7546
GstE4,17.6958,5.65219,1.26559,0.39541,0.19176,0.257809
GstE5,76.3685,133.08,78.985,34.1099,8.94096,6.23559
GstE6,116.284,285.619,180.342,22.6315,6.43986,2.9886
GstE7,38.2851,66.5479,45.8207,60.6638,28.5574,9.6943
GstE8,21.46,37.7511,21.5428,19.5916,8.60356,5.1771
GstE9,74.0727,100.472,91.8438,44.4595,8.82843,2.82778
imd,10.5882,11.4835,10.8315,10.9109,14.476,23.617
Dp1,168.349,244.447,212.897,114.84,128.609,123.892
CG5174,77.5095,123.278,77.4223,92.6807,85.5547,125.039
CG12263,15.5376,17.0688,10.569,7.03215,9.87932,13.1191
CG30118,148.485,70.7711,46.4905,33.1163,24.1467,21.4898
slim,18.5436,14.1856,13.4625,13.9204,20.8684,26.0348
CG5189,13.6976,16.6563,15.6556,22.0402,23.854,26.9431
CG5190,26.7805,21.2892,14.3498,6.3381,6.77872,8.35759
CG30116,14.3549,4.36595,1.74499,2.01872,1.74169,1.24212
CG5224,24.1336,35.9993,37.7642,42.6491,36.654,39.1451
CG5226,16.6882,5.55407,2.23981,0.845525,1.45682,1.81332
CG10924,11.322,20.849,89.7275,65.9474,105.605,111.751
Pepck,236.801,208.677,343.183,337.697,400.801,356.209
CG30115,7.19797,8.32339,5.10407,8.24129,14.316,23.9268
mRpS28,39.4394,40.5632,30.0944,14.6065,13.0408,14.4994
CG5323,85.7286,89.8958,49.6847,19.0785,20.5466,24.3629
CG5493,28.9944,36.7961,33.4111,15.1505,20.0216,23.0476
Atg7,2.42875,2.66086,2.54599,4.19258,16.8841,59.7195
CG5335,21.5052,21.3005,21.2527,36.6456,30.0175,29.5496
sec6,8.45974,8.95279,6.60108,8.42019,10.4197,13.8682
Eip55E,163.434,171.072,179.555,84.8567,74.5001,58.2133
CG5482,32.0168,40.5542,34.9593,45.9576,64.1763,85.4455
CG30122,41.1158,32.0858,30.2938,23.4059,42.3084,42.1324
SP2637,13.8871,10.6243,10.304,13.3049,17.7364,22.9323
Gint3,19.1592,25.3647,18.1919,30.8469,42.9039,66.2136
edl,2.29709,3.87586,2.871,3.64689,5.23477,13.7077
CG15072,9.59012,5.4342,4.77881,8.04252,19.769,30.3621
CG18604,10.5109,5.8493,4.83753,4.61453,9.36422,19.4746
CG33998,0,0,0,0,0.716452,11.2376
CG18609,3.64512,6.6139,13.7165,3.47961,0.942362,0.481244
CG42351,13.8933,31.9876,47.7357,65.0932,45.375,55.3972
CG15093,796.222,459.928,669.93,91.3553,27.2511,11.1444
CG15080,3.95059,44.2442,10.3787,0.146002,0.0756439,0.21699
CG15094,10.3657,9.38063,10.5848,15.3648,15.1538,16.0803
l(2)08717,88.0889,70.7548,43.7596,36.4143,45.3437,68.6973
CG15096,51.4581,60.3186,39.8238,22.0389,12.3468,46.2682
l(2)03709,358.543,375.645,261.287,89.0083,89.4015,98.0914
CG15097,15.6953,5.98789,2.9386,1.51836,8.54765,29.1503
CG15098,40.7572,43.9464,82.9983,305.767,357.752,425.239
CG15083,64.363,27.0328,51.3554,66.6429,54.0445,60.2348
CG15099,8.21039,8.57331,8.24876,10.5537,20.9633,32.8978
CG15100,33.0678,40.5265,29.7177,14.3194,20.7278,22.2775
CG18190,1.00351,0.8442,2.10985,6.26587,9.9113,13.0746
Jheh1,60.9331,103.979,68.7363,41.0832,17.8656,11.245
Jheh2,12.7071,32.8454,40.8892,55.9026,50.16,47.9249
Jheh3,69.764,94.6044,59.7573,110.47,44.9249,11.0895
Dpt,0.0289119,0.0690536,3.40381,105.564,501.838,301.948
DptB,1.2249,0.19021,11.8259,109.681,226.004,54.0795
sano,7.80443,9.38865,4.90912,4.28081,9.1419,13.7308
prod,15.7263,12.195,9.91454,11.5838,17.8339,20.4607
abba,44.6934,37.3879,66.7107,42.1239,62.6495,74.9605
CG15109,0,0.0152051,0.909204,20.5864,50.4021,61.387
5-HT1A,10.1978,2.63053,0.859155,0.433764,0.61381,0.800093
CG15117,13.6097,16.4881,6.37769,4.37408,3.96508,7.33796
CG15118,15.0672,13.9162,15.0233,26.3665,32.8826,41.6874
CG15111,21.7066,27.9863,22.6816,21.7874,24.6719,29.3544
ena,11.0925,7.35929,6.03026,5.46288,14.6708,31.4379
CG10737,66.6718,50.4254,70.7484,58.0722,55.8626,41.9089
CG7137,25.2295,15.7293,10.1759,7.23241,9.37233,10.6111
cora,86.4366,55.1929,53.0907,38.1648,48.5757,41.1407
wbl,12.2027,18.6701,9.02943,6.37999,21.1335,44.1682
CG10474,24.3826,5.1455,2.48206,0.022299,0,0
CG18607,13.8517,27.8571,34.4727,25.3931,5.60222,1.24054
FK506-bp2,561.838,571.807,481.725,330.39,312.243,311.558
mip40,7.69861,9.82743,8.46027,10.6747,16.1113,18.1912
Tab2,14.5947,10.8455,11.8581,19.6466,24.3455,20.8254
CG7461,76.2049,96.394,80.7976,59.3141,49.1747,54.1471
endoB,13.9316,6.37433,2.97026,3.59947,6.27431,7.95614
CG9975,0,0.0385566,3.85651,11.8901,29.711,31.0773
CG11961,45.0012,84.2778,36.5741,43.1994,22.0059,16.9593
CG10051,18.2976,32.06,7.77998,32.2324,24.9648,14.152
CG9416,10.4487,10.9801,6.42419,7.45053,10.9753,25.2348
CG10062,15.1805,11.8765,15.733,13.6538,8.46937,10.8797
CG10073,31.2856,51.8606,184.383,46.4073,14.6478,1.28065
CG10081,75.9547,51.1581,78.5571,17.8474,8.49643,1.67334
cer,4.05475,6.96104,13.6721,135.209,350.788,691.787
hts,108.767,110.796,94.8902,41.7838,53.0804,56.9951
CalpA,42.6988,34.394,27.1495,17.3074,15.7885,15.0775
Fak56D,9.25347,8.03534,7.12956,6.51875,9.74919,13.6743
Spt5,23.7206,19.2716,15.9896,17.1783,23.2291,26.6646
RpL11,2967.79,2297.41,1796.33,1557.12,1342.23,1556.79
Elongin-C,80.5593,84.4745,66.1431,81.7504,90.4775,105.338
betaTub56D,1159.6,1855.51,1523.83,1405.25,1464.23,1455.17
CG7744,15.1787,13.0608,8.2649,4.00193,5.42657,6.04378
par-1,59.5656,44.8568,41.0455,34.6431,58.9242,69.5347
CG11242,6.83445,10.1283,10.5284,15.1657,22.7298,34.7653
Rep,7.92566,8.53376,7.09065,7.62463,10.2324,13.7894
hpo,10.7314,9.38653,11.8595,14.0949,24.447,32.2243
CG16926,19.0286,23.9566,74.6064,201.022,161.48,220.188
CG11007,19.9199,22.8724,17.6625,9.65177,11.1225,17.7975
sm,8.92138,10.5185,5.11451,25.3689,60.3533,68.929
CG15905,2.38625,1.3353,0.612247,3.57798,14.6858,34.2707
hrg,19.1169,13.871,12.3121,17.1394,31.9397,39.9253
CG15127,13.4898,7.69274,5.64336,7.73081,4.58075,1.98305
CG34198,33.3969,14.1823,21.3143,8.50706,5.19029,2.40355
CG15128,0.0209042,0.0110951,0.285341,6.85253,14.6457,20.5815
Obp56a,267.758,1234.3,347.533,137.064,106.834,47.6522
Obp56d,77.4658,39.7971,442.415,281.148,633.56,578.485
Obp56e,2.69544,0.0495686,5.58955,12.0101,7.45938,0.333576
CG8517,0.018456,0.0146935,0.220432,11.8245,26.7674,38.3254
Obp56h,71.2023,23.6019,14.3381,11.647,7.48992,4.8396
Toll-7,12.0677,5.23587,2.75184,3.95476,11.1147,16.6511
CG8654,5.21686,10.393,14.9095,15.795,5.94406,7.04156
18w,7.94508,7.09184,5.01815,4.84666,11.9015,16.9947
CG16894,0,0,0.192283,5.60434,11.7994,16.3826
CG11208,111.316,90.808,79.4011,96.2029,69.9341,61.3005
CG9864,48.9186,71.7742,59.6346,28.0072,29.2858,42.4407
Ate1,14.0276,13.6208,19.1727,13.3822,15.7272,21.8322
CG11055,9.02269,11.8858,8.52951,9.40632,14.1904,15.3882
mus209,102.008,78.0427,46.675,58.5137,65.1183,69.5599
RpS18,5162.98,3609.26,3116.57,2925.79,2709.11,2766.37
CG8908,23.0057,9.78241,25.0745,11.4059,10.2135,11.9717
CG10444,14.8271,18.5019,14.198,7.23994,18.4529,46.9624
CG9143,29.2593,16.2756,10.6177,4.74857,5.38182,5.75362
CG9090,136.418,109.27,213.998,157.714,56.6895,16.103
CG16868,10.7846,5.64414,3.39068,4.55867,8.05442,10.0728
Cpr56F,19.9972,63.244,97.3462,3.48766,7.63094,15.9188
CkIIbeta2,0,0,0,3.88943,6.90593,10.6554
CG11200,11.4813,75.3733,15.6854,4.26947,8.06793,17.0241
CG8920,14.409,23.8957,19.0162,22.1092,32.7527,42.5724
CG13868,62.1532,55.3915,97.7892,48.2499,50.6871,47.0526
MED8,15.1394,14.1905,12.159,13.9394,16.2834,21.9682
CG8929,30.6261,23.327,18.8432,25.2907,42.2251,49.9802
CG16739,0.142082,0.0631773,0.116283,3.64968,8.91701,13.7757
CG12484,10.3782,2.80492,1.22049,0.699228,1.08909,1.51259
CG18067,9.34753,4.5822,31.5434,96.5702,114.34,103.81
CG30148,6.07043,14.1835,25.5938,42.9941,35.5496,15.1441
Cpr57A,85.8178,38.2714,180.58,197.385,364.083,228.838
l(2)05510,24.3445,21.1183,34.298,36.5399,44.3907,69.4871
Nnf1a,2.38701,2.7708,2.67376,9.10088,10.3731,13.4108
bl,54.9001,48.5526,40.4361,42.6022,70.0312,81.2711
Hil,12.4823,24.1032,12.3185,6.85567,8.09543,8.47173
CG9945,9.55046,6.2333,5.74381,7.88901,11.1638,15.6877
CG11180,11.994,8.26268,5.89989,2.89159,3.16728,4.05016
maf-S,64.9371,41.0902,29.6396,49.6457,72.8968,91.4948
CG11110,16.7717,15.262,13.7013,13.5376,15.0138,17.2107
CG33785,0.630228,2.35976,10.4639,0.332847,2.72304,0.030108
CG33786,42.1452,16.0628,3.89919,7.93524,9.06214,11.5083
DMAP1,15.396,12.9259,7.73751,9.61469,12.4681,15.5868
CG16799,6.21132,9.48978,18.0377,46.0034,27.1593,21.1163
Fem-1,16.6266,9.92387,10.6291,17.0827,39.2784,58.3947
exu,1.27135,5.72768,9.34428,28.2315,58.1521,70.2969
CG30152,36.3603,33.201,19.5461,33.0866,66.8911,96.6108
CG13438,4.09707,160.751,26.4218,0,0.0265907,0.893425
CG13442,0,0,0.102898,3.75967,8.72285,10.0051
CG34201,6.57408,193.322,15.1468,0,0,0.02816
CG34202,42.6473,856.303,75.933,0.0415091,0.0186925,0.498432
CG13443,1.71974,83.4315,5.3252,0,0,0.154969
CG15226,8.38079,205.64,25.9739,1.9909,0.315004,0.323058
CG15225,79.5886,1813.71,263.405,0.857566,0.370735,1.25992
sktl,22.6522,22.2058,19.3796,15.2987,21.1954,45.9887
CG9993,16.8409,7.91472,3.88938,16.938,8.71553,1.62301
IM4,20.1565,3.93214,7.74386,15.6332,24.4922,24.3582
otp,10.9766,5.56593,5.00698,3.85183,5.85328,6.92181
CG9235,0,0.010332,0.0664289,3.26325,7.30734,10.3092
Act57B,8234.63,8654.28,13313.2,6755.42,3242.99,1007.75
snoRNA:660,377.654,1780.37,1605.62,1116.69,499.263,273.739
CG15649,0.306905,15.2549,9.18927,0.319922,0.10623,0.0891503
CG34115,1.52424,42.6461,16.1881,0.80362,0.289511,0.302735
CG9344,25.05,41.1446,28.6465,33.0138,34.4269,41.1416
CG9313,1.35531,0.533226,0.580599,4.56153,11.8795,12.7821
Pros29,80.4087,155.562,125.384,191.136,326.693,421.017
CG10543,12.9066,9.23096,6.79323,4.13436,9.09897,8.69901
CG30291,34.7457,49.5238,32.2932,27.1591,25.5176,24.7628
grau,12.4062,10.726,10.4773,9.67651,10.5175,11.0933
CG3295,20.3614,16.1279,14.7334,39.1867,70.7542,105.963
CG30296,22.3094,20.7975,36.0422,26.9367,25.7017,25.5183
CG9350,270.103,256.606,232.551,137.859,79.56,62.542
shg,17.0748,15.2246,9.61256,13.1326,32.9551,50.2791
cpa,36.5013,46.6251,37.2772,57.2747,77.3274,108.196
mRpL54,27.5656,36.7647,25.0385,9.14974,8.41358,9.1519
Cht4,13.2229,30.8192,43.6247,4.26142,2.09097,4.48804
Cht9,49.5392,139.582,97.3408,22.3856,3.48602,1.37288
CG10527,252.569,260.548,266.397,296.519,273.097,209.595
Treh,85.8179,126.572,70.4887,49.9207,47.4469,55.2995
CG4030,17.7439,12.5678,11.0319,13.6253,18.9893,20.2055
CG34396,12.0359,11.8296,15.2318,6.36918,5.80432,4.79272
CG4038,113.612,43.6113,38.2869,15.1853,18.0535,17.9996
CG9394,36.0488,50.3505,21.774,28.1637,28.8424,23.2903
CG4050,17.7361,11.6923,8.08789,10.0997,16.1999,21.8757
mago,28.6034,41.216,30.1944,24.0605,27.486,38.7926
Xbp1,214.657,197.634,221.742,182.443,199.933,190.409
CG15657,0.856759,0.502043,0.734378,6.05369,12.5875,16.574
CG30389,20.7189,11.0269,10.0475,10.7777,18.959,18.0895
CG4266,19.4712,14.8958,12.4047,11.309,19.5602,20.0396
CG9437,9.05877,7.09969,5.16231,7.11478,9.82178,12.1454
Xpd,7.50658,8.9156,7.88655,8.01897,10.4455,11.1877
Pu,35.5999,25.5045,23.5571,23.0521,95.326,214.91
CG4286,0,0,0,4.19116,11.2344,14.9605
tud,21.9537,34.5348,31.6516,26.7677,51.2981,57.9234
CG15658,10.2526,7.81575,5.78828,8.07875,10.0176,19.4831
Glycogenin,225.691,342.885,589.997,543.909,429.894,239.401
CG4302,64.7692,74.746,58.1397,8.41097,2.16212,0.539756
Rgk3,9.50467,7.00369,6.19358,2.2423,2.15783,15.766
CG30393,0,0,0,4.44806,10.5733,14.5615
CG10069,17.4584,17.9093,17.2311,25.0537,30.8419,44.0308
CG10505,1.31356,2.05448,0.782582,12.1099,20.739,8.3
CG30392,16.9486,20.6854,14.7956,26.7279,34.8347,58.0403
CG30390,6.54402,4.68466,4.04354,5.91358,9.14828,10.8766
RpL29,1213.28,1213.69,1065,820.495,761.192,845.089
CG9752,5.96843,11.819,7.84574,10.0007,9.11112,12.4364
CG30387,24.3612,17.4041,16.2745,9.8896,13.1019,23.1321
CG9485,31.3661,26.8627,31.4156,28.7346,22.862,12.3505
CG30394,5.07044,10.0543,6.99948,7.92095,9.94952,11.1317
dom,46.5817,30.3256,27.2426,17.8951,34.6441,36.8802
CG9822,0.188688,0.085841,0.18397,0.069637,9.70044,189.191
CG10795,8.43106,7.2993,6.67309,9.22031,11.4204,15.0012
Acox57D-p,10.2416,15.8311,22.4831,27.2393,16.0916,11.988
Acox57D-d,11.5524,22.4751,16.0287,12.7205,4.41134,1.48008
Sdc,48.8719,26.6625,26.2487,43.8876,97.1937,97.4162
Sara,10.2107,9.22231,9.53675,11.6668,21.7616,31.2445
Fkbp13,91.3723,354.821,147.171,107.6,142.548,253.911
MESK2,82.2852,40.3795,30.0738,40.3559,71.1035,68.4452
CG30288,0.0753166,0.311805,1.28508,15.4881,10.8417,4.25133
CG30289,0.306319,2.97164,11.6726,6.40895,4.57553,2.98113
Egfr,16.814,12.8012,12.5102,15.4809,27.9854,31.8708
CG30286,0,0,0,3.01328,6.38153,11.9437
CG30287,0,0,0,0,3.8242,10.7303
CG10440,4.37325,1.40901,0.693862,3.69825,10.9103,18.4351
CG33225,0.354418,0.36902,7.59508,47.6361,25.4239,12.8704
CG10433,65.5074,27.4002,52.2753,60.8837,28.0077,16.8678
CG15673,16.1715,9.91485,10.7479,10.6123,11.7052,13.7602
clt,8.87134,15.3361,12.744,14.4399,10.75,10.5497
CG10080,28.5349,16.32,11.458,6.42511,9.88755,9.78183
CG10321,16.7352,12.0985,11.5812,11.2341,17.4771,18.6526
CG10082,43.6345,16.1594,11.5784,12.9642,33.9851,63.7558
CG10320,319.299,285.841,273.709,162.082,97.4349,98.5918
Rae1,22.4428,25.0498,19.3726,16.6252,18.7261,20.8995
CG9865,28.2911,10.1727,19.5165,20.4796,8.05E-11,21.8905
CG42379,9.09476,27.638,15.7246,3.12E-10,19.711,1.62E-10
NC2alpha,10.8011,5.79334,7.19558,8.93544,11.4278,13.0315
CG10306,177.04,160.694,112.652,110.968,119.826,127.812
Tbp,9.60165,7.41491,6.20455,6.44784,8.82788,10.5936
Tim10,291.196,240.795,185.112,92.218,83.5969,83.7541
HmgZ,68.7769,129.174,76.532,76.9609,97.3974,113.993
HmgD,81.9462,131.71,92.7641,230.081,334.426,473.543
Tango11,17.4251,23.0796,19.3746,23.6459,32.6724,48.8101
LBR,7.88181,7.44329,5.66082,8.33505,13.8443,15.3196
Grx-1,0,0,0.398935,7.78521,17.6905,20.5738
CG4021,0,0,0.240106,7.48615,14.5397,16.8739
CG4386,1.96346,81.5301,11.3815,2.09842,3.90224,4.37194
CG9284,0,0,0.217293,11.5481,31.6081,50.9974
CG13492,45.5903,68.524,36.7539,31.4273,9.06118,3.20038
CG4363,51.816,47.0743,23.0817,45.4078,29.9319,17.4945
CG4377,22.223,23.1979,11.5885,21.9402,10.2896,6.16465
Fili,4.58644,2.92394,1.36985,2.11682,6.48938,10.9103
CG9304,9.59952,10.4978,10.5401,8.03234,12.1925,31.5822
CG34370,10.2577,3.29154,0.895908,0.589252,1.20135,1.79513
CG42257,19.3842,14.1696,13.5415,21.7926,48.662,100.395
CG11474,29.6918,26.8651,30.9263,46.5067,50.2245,57.1135
CG2921,8.15006,9.51405,8.26474,11.7178,16.8685,22.4654
GlcT-1,11.961,8.55273,9.38692,6.40468,7.93386,11.8013
synj,13.5558,7.72021,7.38064,7.47123,12.145,14.0871
CG11073,19.4962,16.1988,24.0968,11.2645,19.6469,26.2587
CG6613,4.89761,4.8146,5.2286,8.93945,11.0716,16.8579
Vrp1,14.3724,9.66478,9.69545,10.1905,20.3554,30.7375
GM130,21.9302,28.6992,24.1546,22.6107,26.3451,26.3152
NtR,4.8274,5.9248,11.2305,13.2801,12.2283,9.71864
a,6.43536,5.80317,3.61545,2.3702,6.21751,15.6768
CG34206,0,0,0,0,8.13964,170.511
CG6758,6.78068,5.185,4.99087,5.96941,9.56235,11.4246
CG11170,2.53413,4.24617,3.25451,4.45793,9.74147,18.2414
CG11275,27.5722,14.6745,10.7638,21.4293,29.9689,53.3235
CG3074,67.2274,46.5882,79.6698,94.9788,142.465,153.089
CG3292,111.218,77.9964,41.3101,396.213,380.035,126.743
CG3264,130.933,549.547,138.769,334.092,251.484,73.5426
ari-2,5.92266,3.38372,4.21781,8.51488,17.4617,27.0368
Oatp58Db,0.749561,0.392602,4.55479,11.2449,10.658,6.11899
Oatp58Dc,28.998,23.3996,25.6844,9.67827,4.32964,10.62
dve,11.9489,6.71961,4.27177,4.46876,7.2839,9.21974
CG5819,8.33814,12.4638,10.0143,14.5006,16.1986,13.7136
wdp,82.0632,71.8734,76.7769,50.8367,35.6099,30.0983
Gp150,104.718,114.124,121.476,115.549,187.091,304.543
T3dh,7.70519,10.163,18.8961,18.1322,6.5862,5.1219
CG11206,19.3462,7.68906,3.06133,1.90852,4.38557,5.06096
Rtf1,11.5632,11.7066,9.40532,10.9454,18.3413,21.5076
CG13506,54.9153,36.6127,25.4232,16.5244,17.6567,18.0543
CG3624,33.7027,28.7205,14.0018,20.3144,28.8266,61.3705
qkr58E-3,11.6686,9.62278,8.50554,14.5394,24.1375,28.0368
qkr58E-1,9.89919,10.8347,7.39646,9.89214,15.0962,19.1219
qkr58E-2,25.3285,20.5509,15.9336,11.3077,17.9199,18.5036
mRpS29,61.2047,57.0593,41.1044,14.9235,15.3215,14.8847
CG4752,35.1576,48.3325,39.9327,21.4799,9.81977,4.88932
CG4554,12.756,7.05755,5.21833,2.43649,3.88891,4.26532
CG4610,18.9895,14.367,13.3975,6.33462,6.57067,5.89045
px,11.4221,8.3858,8.88538,8.85726,16.5827,15.8557
CG6018,6.40602,6.71678,6.39382,10.3238,9.24403,7.73357
dnr1,9.3646,6.638,7.83354,7.8457,13.7388,11.7249
CG3927,0.0130199,0.0205794,0.661253,8.01633,11.3307,13.0265
CG4269,5.97837,8.49222,7.55584,28.926,51.2452,70.8304
CG4294,5.73138,5.09622,4.36959,5.21382,11.1155,16.4287
RpS16,1827.13,1850.35,1534,1309.36,1279.59,1430.55
Vps20,42.6444,40.9809,33.9303,52.818,66.5999,71.3943
CG33143,4.86226,1.89752,0.702782,0.497052,3.11073,10.9823
CG17807,11.0462,5.5719,4.64533,4.7518,5.97174,6.13862
Cdk9,9.20446,9.29279,8.22645,11.5038,14.4254,17.3176
bonsai,57.778,80.9054,59.1041,18.093,14.9998,16.0886
CG3732,14.2112,12.9657,11.176,14.0319,21.8054,24.1145
RpS24,1900.92,1629.79,1354.02,995.565,985.192,953.712
Ugt58Fa,6.27322,23.5391,19.4481,4.66205,5.94416,6.85946
CG2852,249.055,627.758,469.545,374.712,500.65,794.648
CG34446,13.4151,18.9667,14.4703,21.5111,11.6004,3.65785
CG34445,19.5834,22.4591,39.1105,19.7969,9.62753,4.96095
CG3746,33.1919,13.5718,19.3255,12.7953,5.30047,2.21859
Cyp6d2,0.363045,0.307884,1.57554,12.7907,15.9761,15.7361
CG30196,11.3286,15.6959,36.366,28.7278,23.6815,17.6988
CG30217,7.28487,16.8449,22.6948,18.7081,14.9251,11.0367
CG13510,80.0676,91.1345,74.9251,129.258,152.27,155.634
CG4250,12.691,10.6152,16.1145,24.0102,46.885,72.2515
CG30273,19.4256,11.6571,17.6095,20.6436,22.1934,30.2733
CG30269,62.089,40.972,49.2055,65.0083,59.3571,64.535
CG13516,5.20902,5.40799,7.60966,5.83188,8.02795,11.3728
ppa,11.6585,4.58131,4.83117,8.8437,25.572,34.8396
robo,8.00272,3.54866,2.06938,2.92608,7.38708,11.6342
jbug,52.632,43.8807,38.958,23.7852,41.5465,62.9413
CG42260,13.7105,4.98938,1.39015,0.461111,1.73389,2.34723
CG30270,0,0,0.0768399,4.4638,6.73411,11.6476
blw,2226.72,2053.9,2070.11,725.804,393.651,272.815
CycB,1.97703,3.47017,5.39702,18.3698,32.5072,36.3541
CG30271,1.16275,0.604842,0.284346,3.77528,11.9699,13.2005
CG30272,22.8144,26.836,17.0688,17.4728,2.96177,0.597305
CG9825,5.99036,19.6519,6.74118,27.6749,7.68897,4.16101
CG9826,15.7722,20.7172,4.79859,34.7166,24.0555,32.9276
CG13531,3.20812,3.3748,4.29242,9.80819,15.4121,18.9273
RpL23,3226.82,2528.53,2472.68,1805.42,1855.03,1555.69
PIP5K59B,12.0335,4.14788,1.23078,1.36682,2.89153,4.80665
CG3501,24.415,34.3038,24.67,19.9869,28.8055,37.7827
CG3499,47.9971,45.8629,37.5226,23.904,31.1907,31.9317
asrij,31.1885,41.5881,39.5479,25.5025,22.9026,21.9187
Gmer,9.28875,13.4355,11.1202,10.6246,9.35071,9.6051
CG3700,11.4294,6.81826,15.4161,9.96909,14.7271,42.3893
nahoda,24.5021,48.3485,28.6811,17.5363,27.9859,19.1465
CG30187,1.58089,5.59839,13.6932,10.385,4.02002,3.8148
Nup214,9.34121,8.12454,6.6942,7.44679,12.1188,12.9238
CG30193,8.23728,9.88663,11.9381,16.4528,18.8744,45.3656
CG30190,12.9187,13.7251,20.8992,15.5174,18.1387,10.8816
CG3788,0.304703,0.566728,0.808148,4.83567,10.162,11.9106
CG3800,255.494,279.187,224.744,183.574,260.641,281.811
CG9849,16.9361,19.4895,17.4775,15.9108,13.2753,13.7817
CG32835,0.0200785,0,0,2.20787,6.91016,12.1173
CG30194,5.84848,14.9253,13.2571,4.95273,9.0481,13.2912
l(2)06496,18.2524,20.4049,14.247,18.9578,22.0559,25.7509
CG9890,17.0191,9.88241,7.61796,6.13641,7.06271,9.42165
l(2)k09913,39.6061,44.1233,57.9744,98.8959,106.721,114.1
Fib,588.228,211.728,151.319,43.6634,64.8042,53.3473
CG3085,0.700115,1.01219,1.68683,10.3667,24.9904,26.499
Art7,9.22576,8.57374,11.5634,4.92548,5.30038,4.7101
CG9877,347.911,192.656,247.682,122.651,120.107,75.474
RpL37b,1.88594,1.67145,5.10003,8.21221,9.76975,11.3415
Klp59C,0.00676428,0,0.103874,3.37849,8.5409,10.4835
Klp59D,0,0.00456492,0.332632,4.61172,12.1493,14.4667
CG13545,700.656,47.0686,304.952,45.8769,5.47812,1.61297
CG3092,0.0110056,0,0,2.65365,7.97237,11.2061
RpL22-like,3.33903,4.2064,7.79803,6.5832,8.74129,10.0063
CG3124,0,0,0.814808,27.2475,71.1415,87.4535
CG30412,0,0,0.0223716,3.43102,8.29856,11.4373
CG30413,37.7209,33.7807,13.7696,1.45372,0.569872,0.514572
CG3502,0.248316,1.61452,1.0249,0.783242,11.5059,26.4365
CG30410,114.343,130.236,180.517,114.91,82.1261,55.3853
CG3500,10.1094,13.3348,12.3101,14.7261,16.5508,16.0359
CG9875,0,0,0.123487,3.81154,8.53701,11.1495
CG34423,1.527,4.6604,12.4872,34.2191,27.3183,24.5172
CG34424,9.03998,14.3083,42.4103,44.4943,31.855,18.5941
CG3493,13.4843,17.195,14.0601,14.6957,20.4369,23.4016
CG13551,191.041,355.137,330.67,381.705,422.343,591.743
yellow-d,0,65.679,0,0,0,0
yellow-d2,0,0,0,236.303,289.779,110.561
CG30414,2.45725,3.32698,11.6159,53.8016,51.7007,20.0687
CG30415,499.456,484.981,450.591,261.531,134.619,117.775
eIF2B-delta,37.8865,39.2488,28.7321,21.2015,29.4536,33.4686
CG3530,19.8231,11.7137,8.22018,9.04745,12.8541,16.6268
CG9812,36.6887,57.5837,33.0195,43.087,61.3873,362.261
chrw,4.85436,5.5203,7.34961,9.88381,19.0604,22.948
bw,1.14313,0.872027,0.380578,1.08844,8.17396,17.4112
