Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG8192,15.6734,30.6446,37.178,2.61064,1.82086,1.31003
CG12963,39.3778,27.4926,28.2508,62.213,68.3955,98.8602
CG8195,3.53449,3.71501,2.89128,6.21804,11.4359,20.4757
Flo,55.6946,42.7678,40.3865,45.0741,49.487,40.6775
Cdk5,7.36757,6.57291,5.94091,7.49592,10.5235,12.2378
CG8204,17.882,11.6989,11.6942,10.6767,12.634,16.5236
fus,21.1953,25.2456,21.2269,16.8281,24.8643,25.3289
CG8207,16.5743,22.0957,15.9904,20.6268,19.6991,18.5164
Vha14,367.682,298.747,312.803,265.822,164.87,154.09
CG30091,1.66895,2.41913,7.67623,16.1528,14.3792,7.64672
Ranbp11,18.7566,15.9527,16.1922,13.7095,18.6032,16.142
CG30090,0.934601,2.87165,14.9748,26.7351,14.6104,14.2119
CG33460,0.728641,2.02418,10.4749,28.9166,14.5248,10.2785
CG30080,0.297474,0.224581,2.25778,4.95548,9.51501,14.9868
CG30083,0.0165211,0,0,0.739799,6.53485,20.1784
CG33465,0.742115,1.20772,2.14141,5.92073,10.0048,8.85532
CG8249,16.979,10.6854,13.4568,3.4053,2.58812,3.12063
tun,14.2057,6.2976,4.78485,6.2568,11.3143,15.3862
Gpo-1,213.995,259.11,202.024,46.2807,17.4584,6.66084
CG33464,24.3293,10.1181,3.86071,5.67291,16.8991,21.3535
sli,21.7021,8.33803,3.84684,4.11145,12.636,15.2457
Iap2,26.5563,21.2819,18.1419,20.6602,27.1377,29.3739
CG8297,9.11214,10.5038,7.41949,10.0615,10.1148,18.1185
Mlf,51.6022,35.1174,25.3783,26.0331,41.8348,49.4655
CG8299,0.714267,5.20539,24.3117,272.402,162.612,64.9457
Strn-Mlck,28.5471,22.9447,23.736,15.9221,26.7759,55.2963
CG8366,4.59674,3.40667,3.52014,6.28387,7.85255,10.1205
CG8314,46.3576,32.447,29.7043,33.5584,34.1365,36.2071
CG8315,21.2489,22.5275,19.0598,15.0519,12.6018,15.1241
CG8320,7.92025,18.947,9.02,4.68479,3.85999,8.22088
ATPCL,70.7647,123.58,121.932,60.4221,60.7995,94.3925
CG8386,60.8348,81.6471,70.1531,60.7565,49.5047,56.3609
CG8389,4.39895,4.14059,9.87635,21.5419,28.5741,24.8276
Rrp42,28.5622,15.4601,12.1492,7.56447,8.45505,9.94347
CG8397,57.3087,67.3735,49.2651,50.2808,49.0505,55.2514
CG8399,58.3334,36.8619,39.1171,33.6603,49.7014,44.4534
casp,21.0039,19.128,15.5462,21.9935,42.1177,75.0133
SP2353,16.8358,6.02888,2.07452,1.58246,4.89147,6.14597
CG8405,17.0114,15.8188,17.6393,14.0211,25.5814,34.3967
Dg,21.6292,18.3012,10.6301,11.1069,26.188,42.709
mRpL34,76.5139,70.5205,45.2123,18.6874,17.1167,20.3139
CG8414,12.8676,8.68702,5.5773,2.87534,3.73578,5.71826
Rho1,217.035,228.095,219.97,267.943,403.026,558.944
Ric,18.3827,12.9434,9.68636,8.82455,13.1748,12.7798
Asph,51.8877,63.4812,62.7443,25.3689,35.6738,116.909
spin,24.0829,25.6776,21.407,15.2571,19.8501,22.9291
Got1,249.946,244.788,245.909,246.113,151.866,101.369
Aats-cys,25.6828,30.9521,22.2346,12.349,12.4636,13.0803
CG10734,0.0329662,0.0349942,0.112496,4.52322,12.8522,21.1614
lbk,9.4015,6.87138,6.27624,9.66209,15.7892,18.1617
CG8435,8.89956,9.2963,7.23701,7.69635,9.57515,14.3738
Ptp52F,8.80017,9.99174,7.70099,13.5431,19.9432,68.1057
Lis-1,28.537,23.583,16.307,18.3652,29.4403,44.837
CG8441,6.82376,10.6309,8.56971,10.082,13.6205,16.1178
CG8443,69.5142,51.4122,37.6309,10.6594,17.8737,22.3249
CG8446,170.284,153.702,184.24,201.488,226.002,252.628
shark,7.65296,6.75025,6.09775,7.13426,10.6461,11.5331
mrj,11.1962,13.9813,17.0886,15.0031,24.8548,43.0413
CG7798,27.7502,1.63463,7.00649,7.18284,1.04503,1.17081
CG15706,14.7962,15.7713,16.0003,14.8842,15.9084,23.564
CG3687,0,0,0.187351,5.63551,11.3775,14.3461
krimp,0.659,0.820615,1.69142,6.48975,9.97753,13.5737
fidipidine,7.91578,9.67795,7.98037,11.856,15.1293,19.2226
csul,16.3004,11.8196,9.20832,8.45917,9.79029,10.0385
Khc,52.1493,64.0817,47.3245,36.197,46.0908,49.8546
CG30324,0.0887943,0.0353463,0.265133,6.61415,16.0116,18.5253
JhI-26,20.1844,22.9719,51.3877,75.6052,28.0183,12.6234
CG42372,22.6778,21.1695,18.1175,14.9138,14.7282,15.3358
Atg9,13.7887,9.80948,17.8805,64.978,77.9486,60.7132
Nox,3.45051,2.82938,4.22093,6.77765,14.1327,10.1167
Vha44,229.512,191.044,158.815,89.3779,76.852,69.0562
Hmgs,82.1782,195.887,60.4525,36.6901,28.6651,40.5793
CG7997,2.4898,7.47056,30.159,42.4353,33.7564,21.9244
Nup62,17.7575,16.4805,12.6047,14.6112,18.4755,23.5551
l(2)k07824,37.0479,18.7958,10.6599,5.86779,7.02866,8.28352
CG6262,0.00648556,0.0051196,0.180909,5.0448,13.4591,15.4304
CG15711,0,0,0,2.45491,7.23604,10.404
CG33960,10.0454,2.82824,1.18761,3.61351,13.2629,20.2487
CG4409,14.5756,5.28373,2.00777,6.86353,11.5845,21.0716
CG15712,0.177864,12.8329,8.64915,0,0,0
CG4439,0,0.00566312,0.849583,19.6628,53.2491,64.6836
CG7813,0.012076,0.0048071,0.0309069,4.01406,12.2132,16.3066
Sema-2a,21.3606,13.2358,5.74969,14.0369,33.3767,57.6701
loopin-1,0.0137981,0,1.40372,33.5084,96.7534,107.611
RpS15,3410.51,2973.25,2266.47,1969.51,1811,2111.16
CG8317,47.3285,33.7417,111.386,244.299,401.256,292.797
Cdk4,20.9035,20.8618,8.16324,7.5916,11.1323,14.852
RpLP2,4682.67,3921.49,3487.4,2662.84,2412.65,2767.1
CG8311,11.1917,10.9738,8.79339,16.1895,16.5323,13.8374
CG8306,32.7238,148.675,48.0871,34.0911,36.546,36.3842
CG8303,19.8347,45.9105,30.3273,1.77431,1.76572,1.93405
CG5089,0,0,0,20.5816,45.3684,56.5502
CG5065,16.7711,58.5693,11.5056,4.73915,7.73525,9.91665
gprs,11.0076,3.4735,1.13846,0.422746,0.836568,0.72758
Amyrel,22.8225,4.85511,21.9613,7.17703,8.25555,8.83496
Picot,149.174,163.796,76.2857,49.4466,30.5387,50.2112
CG34458,0.555825,17.0368,21.3384,0.255276,0.0862175,0.0676167
CG30463,20.1036,17.6964,14.0252,14.1003,28.669,28.8625
Chit,318.043,417.733,592.922,558.415,302.164,88.7582
unc-104,31.4261,12.3557,5.08824,3.17218,8.18063,13.9602
Sod2,156.697,241.629,191.615,106.564,71.9827,65.4042
Arp53D,0,0,0.253251,6.72507,14.8943,20.5702
CG5522,6.12404,4.57292,3.75268,4.25764,7.80835,12.9901
CG15919,0.301447,36.6505,8.59686,0.222504,1.73678,2.67177
CG15615,2.22724,82.6659,53.8029,2.31052,0.101018,0.0792239
CG5550,5.45487,17.0392,23.2815,11.9497,3.23594,1.27831
Ugt37c1,28.6216,4.15016,24.9547,0.863919,0.106796,0.0837557
Fen1,11.3607,10.135,6.32377,8.23227,8.90332,10.2444
Dek,37.1119,47.4069,32.7198,35.3425,51.5803,56.5631
Psi,16.9197,14.0194,11.9281,9.65613,20.5232,22.8072
Ef1beta,1168.58,1194.9,1073.96,912.567,818.257,792.205
CG6426,60.6203,78.5499,86.6827,114.066,85.9432,52.7438
CG34415,4.83276,4.1936,4.13728,5.37912,8.75134,11.2495
CG34191,47.6923,73.8636,50.0482,36.2984,35.5569,38.1942
veg,12.2044,10.752,7.66731,9.10898,11.4987,12.4263
CG6665,7.28317,7.42658,5.96277,8.84796,13.9127,19.1333
CG9010,0.0238013,0.0189491,0.0812215,4.57065,11.7589,15.3749
Cbp53E,32.7211,12.5272,3.78475,3.58805,3.17755,3.09167
NiPp1,8.65683,7.26517,4.87237,7.90449,10.7866,13.7517
CG6805,19.7131,18.6783,22.6241,18.1373,24.0512,28.3728
CG15609,16.0731,11.9836,12.0038,13.2146,30.3117,53.7787
CG8963,27.4965,44.5878,36.0574,47.4391,78.0484,91.9048
Ark,6.53029,6.01496,4.04647,6.63025,18.7933,40.3581
RhoGEF2,11.5367,11.1757,11.7104,14.1661,26.9382,40.7921
CG9646,12.5117,7.01962,6.22562,5.82396,11.4167,19.7457
fat-spondin,66.3207,70.6841,102.263,46.5917,39.7862,33.7307
CG30460,9.72398,6.16791,8.84968,7.93379,15.5833,14.8376
Sply,87.6229,124.898,90.5538,111.532,171.178,304.585
CG6984,6.98446,14.453,14.8904,10.996,10.7897,12.1282
GstS1,111.045,133.19,158.589,158.848,180.142,165.509
CG30456,9.49435,10.3927,9.95302,16.3524,18.0665,19.6999
CG15611,21.3372,13.7336,18.3342,21.6365,16.4332,13.7711
Amy-p,86.7327,105.145,260.88,260.425,203.886,54.3877
Amy-d,8.06807,10.7548,49.253,216.171,218.187,54.52
CG15917,2.84251,3.17841,3.05169,11.9364,31.1616,62.0098
CG11395,17.0569,30.2189,55.4446,78.4138,68.5824,52.7383
CG17290,7.47467,90.6737,835.832,3.48059,0.901789,0.101033
CG30458,29.7049,64.0444,489.726,2.42056,1.81057,0.376722
CG30457,1078.79,500.395,1203.74,62.676,5.90745,0.97235
CG10953,431.953,222.876,953.772,58.5111,5.73302,0.557524
CG12699,0.0369595,0.0294249,2.93237,68.142,159.149,219.12
mbl,16.0236,10.7293,11.5733,4.85549,11.8981,11.7913
CG6568,7.41957,6.1907,5.41781,6.51883,9.11382,10.9718
CG30101,2.37299,86.2451,46.9195,0.11219,0.360871,1.0981
cnk,8.30129,5.96498,6.39417,6.38574,11.2681,12.8185
l(2)k01209,30.9852,20.0385,17.0335,12.1975,16.6511,20.7543
CG6550,16.1047,10.7999,7.01648,5.78185,5.65827,6.07877
CG4802,76.9945,65.0441,53.3178,32.531,25.0265,23.7053
Bap55,15.7456,20.2888,16.3626,19.9083,23.856,28.0518
EDTP,11.4186,7.9356,8.84749,11.9126,19.6147,33.987
mthl3,3.12649,14.6273,20.7047,23.3549,25.7,33.2641
CG10764,0.00852573,0.183267,1.16376,4.94839,12.352,21.49
robl,74.3161,72.6215,52.0635,61.8376,68.2794,95.7513
CG14478,21.4225,14.0112,10.3617,12.6614,29.5658,49.7568
CG6522,4.6539,4.41457,3.26135,5.37533,9.80431,11.8117
qkr54B,2.42246,3.26618,3.26665,3.96225,8.71985,10.2477
CG30104,1.53384,3.12269,8.89494,12.9674,24.488,40.1312
CG14479,2.3707,16.1575,2.79308,2.30142,4.8601,6.14917
CG4844,19.4777,64.0728,42.8826,128.505,171.105,195.389
CG34193,0,0.173221,0,0.0681322,6.44312,241.296
CG4847,36.4532,34.6388,195.284,232.159,64.1367,13.9346
CG4853,14.8716,10.5261,8.63974,10.814,15.1313,19.1991
CG4866,31.9641,24.1141,15.7403,8.65581,9.66684,14.4832
ssp4,19.1326,15.0267,12.8905,9.6393,18.7807,20.7686
eIF3-S9,267.688,271.801,190.862,159.686,179.319,212.353
CG34194,34.0851,24.9728,16.1904,9.69601,4.45885,4.85544
cyp33,12.0902,11.2994,8.66951,11.4041,12.3706,15.418
RpL18A,3946.6,2931.91,2499.75,2072.38,1925.24,2026.58
MESR4,10.6582,5.35479,4.84622,4.05186,8.48306,11.618
CG14480,7.52878,11.3832,7.03321,9.42991,13.9449,19.1058
CG14482,514.111,395.178,401.607,210.644,103.077,97.1604
CG42239,10.7812,25.8864,23.6681,30.8315,26.0821,36.7396
Rab4,22.7491,22.5569,22.7053,32.8289,42.1543,56.8072
Dcr-2,3.94136,5.1794,6.45713,10.18,17.5047,22.9481
CG6484,31.5282,30.2459,8.64089,6.78385,1.11088,0.435609
CG14483,74.1383,80.5896,76.1759,66.1839,44.8759,38.5769
icln,23.9989,27.0816,18.9484,21.4158,28.6526,34.4184
lack,13.1966,10.4946,9.32952,10.9351,18.5131,21.8055
CG10936,11.0929,19.8316,16.7087,13.0364,15.3209,13.1355
eIF3-S8,269.693,213.867,168.465,132.198,159.671,162.632
CG30108,8.83487,8.16086,5.0099,6.90819,7.56381,12.3742
CG30109,24.0616,22.6627,13.1962,8.04763,14.3295,18.3598
CG6459,186.499,172.875,101.029,30.5332,31.7856,37.9169
Sema-1b,13.8379,13.1239,12.3183,10.3722,22.883,37.1682
CG4966,7.1314,4.84403,5.16811,6.05329,8.41101,11.0623
rdgBbeta,16.2986,14.766,7.07167,3.60475,4.61276,7.70156
Uhg1,13.1716,11.0009,4.92644,2.95996,3.22039,6.03805
CG6424,35.1779,15.0673,13.5342,14.7936,23.0779,26.7973
CG10934,0.0153879,0.022978,0.149352,5.55499,13.9116,16.7134
CG10933,2.06261,3.64863,2.57238,8.19291,11.0886,18.5801
CG6410,5.39819,7.98145,5.67716,8.28238,11.7336,18.0143
CG4975,10.2879,9.0587,6.11808,5.68365,5.43707,6.34232
CG4984,48.1445,40.304,50.9912,23.0369,14.419,9.49484
CG6406,11.8544,9.77625,8.11741,6.4585,9.09962,10.6599
CG4996,5.47597,4.45378,3.65941,4.22048,6.55243,10.6992
CG5002,21.2838,31.6556,24.6153,21.3644,32.3226,45.5428
CG6385,40.3757,19.4883,59.8551,34.0874,25.5153,8.08277
CG5009,24.1044,27.0406,32.1311,45.7282,29.0878,28.4344
CG6370,44.5468,112.485,77.1683,61.2588,62.9196,75.5397
fab1,5.3742,5.50883,5.6483,11.2086,14.4467,12.1535
aft,3.35288,5.06731,4.58958,9.23184,12.2048,15.1841
UbcD10,52.4695,52.8038,41.1361,50.0775,60.8647,101.454
CG5033,68.49,35.6274,22.4631,10.9644,11.4456,12.703
CG5036,18.4639,7.08331,3.36019,2.99577,7.86956,13.3164
grh,14.3213,10.3934,12.7057,8.34045,16.9381,17.8072
olf186-F,10.8125,10.598,9.76795,13.6258,23.5334,25.3816
Mapmodulin,33.6905,38.9918,28.7363,39.338,62.5887,89.5249
CG5084,231.474,487.074,681.479,1083.44,656.937,247.277
CG10910,121.307,101.127,144.191,187.913,120.97,48.2214
CG5773,158.586,166.512,154.681,236.295,242.161,57.7389
CG5770,57.4571,54.5515,47.3266,385.805,446.941,401.529
CG5767,489.154,325.828,370.768,682.448,462.794,243.03
CG10911,117.515,100.864,125.684,34.4801,27.7778,50.1511
CG10912,80.876,198.388,113.742,292.718,452.698,1166.72
CG5757,8.93983,12.0651,8.7892,12.1629,12.3979,15.4439
CG5756,3.25242,57.7492,9.12333,2.70401,13.6983,18.1898
stau,12.4509,9.25205,6.74553,6.79257,17.1153,23.1283
Spn6,61.776,77.0553,59.972,84.5922,44.8678,39.8209
Hsf,16.2765,14.2386,10.8566,11.5967,16.6461,21.2516
Pcl,8.36361,6.29691,5.05117,5.25255,11.5813,11.9774
pAbp,651.337,539.473,541.455,264.938,482.288,482.784
CG17680,60.1963,58.9653,59.3822,36.3392,30.753,36.0399
adp,8.18729,7.57968,9.82564,12.3651,22.0888,27.2604
lolal,18.8251,55.863,20.28,28.619,44.8239,69.4047
CG10915,11.5087,6.5896,6.1883,7.40675,13.7425,13.8464
Nup75,16.1688,15.2882,10.8112,10.8782,14.2026,15.2451
MED9,25.1852,32.3284,29.8877,40.3503,79.6509,157.644
Dgp-1,10.3916,12.126,13.0881,13.9918,20.8558,21.9594
CG10916,8.4917,22.5315,18.5189,28.6447,31.229,39.3199
CG5726,11.2971,7.41764,5.47685,6.25345,13.0878,15.7209
CG5721,19.224,24.9212,20.7558,27.5212,42.5021,60.2837
CG14500,48.4939,62.6069,34.856,126.997,57.8808,18.5806
fj,7.1984,6.56662,4.75307,7.79458,12.9382,14.8126
Ote,4.53373,6.17845,6.55145,13.3657,16.8893,17.2477
pen-2,2.86806,7.46215,6.00349,10.2866,15.3645,25.8979
sbb,21.8166,10.0872,10.1223,8.42431,22.2649,22.1761
IM23,3.82003,0.434468,5.27639,6.31807,10.5812,24.342
IM1,23.6147,3.56777,14.4946,12.8859,12.5123,28.1113
IM2,9.31928,1.96842,15.7062,16.902,22.6571,58.4434
IM3,50.7112,4.68199,27.8642,41.8384,58.5224,72.422
CG16836,1.25117,0.0383116,1.80636,4.80698,11.7192,8.48839
CG15065,17.0291,11.4169,3.93235,4.74112,6.45477,5.14008
CG15068,1.51749,1.63098,0.25892,8.49399,32.9542,5.72273
Idgf5,30.68,28.5612,45.4429,42.9371,29.8122,11.4982
GstE10,49.11,33.6189,36.279,16.9435,5.47642,0.965151
GstE1,149.19,133.817,217.223,57.2045,46.1665,30.3775
GstE3,76.0435,209.476,147.848,67.6322,38.6096,27.7546
GstE4,19.6134,6.17773,1.49953,0.369176,0.232749,0.234688
GstE5,76.9102,135.347,78.8535,34.075,9.0772,6.0758
GstE6,116.284,285.619,180.342,22.6315,6.43986,2.9886
GstE7,38.2851,66.5479,45.8207,60.6638,28.5574,9.6943
GstE8,21.46,37.7511,21.5428,19.5916,8.60356,5.1771
GstE9,74.073,100.472,91.8433,44.4596,8.82855,2.82751
imd,10.588,11.4834,10.8319,10.9108,14.476,23.6172
Dp1,168.886,245.611,213.524,115.54,129.153,124.933
CG5174,75.6004,117.096,79.255,93.0618,102.931,124.267
CG12263,15.2323,16.8212,10.5994,6.86857,9.76011,12.9342
CG30118,154.452,72.0336,46.7532,33.2031,24.6848,21.6969
slim,18.4883,14.3501,14.5882,15.0542,22.6066,26.4252
CG5189,12.8669,16.1122,15.2724,21.1986,23.0396,25.5929
CG5190,26.7805,21.2892,14.3498,6.3381,6.77872,8.35759
CG30116,14.3765,4.28284,1.75158,1.99617,1.69318,1.20184
CG5224,32.2656,47.2147,49.4511,56.5452,48.6151,50.7515
CG5226,16.6217,5.53075,2.23041,0.841974,1.4562,1.81002
CG10924,11.117,21.2422,91.3946,66.9982,107.565,113.808
Pepck,249.698,220.048,361.645,356.091,422.654,375.549
CG30115,6.43571,6.01775,4.47215,5.89863,11.0068,16.9206
mRpS28,43.1949,44.7319,33.1148,15.9072,14.3563,15.9037
CG5323,87.453,91.6315,50.5683,19.5043,20.9468,24.6313
CG5493,27.7885,34.9193,32.2281,14.9792,18.7377,21.963
Atg7,2.53977,2.76662,2.64754,4.38075,17.6232,62.3192
CG5335,23.725,23.4806,23.3354,40.2499,32.9845,32.3145
sec6,8.77176,9.27354,6.83441,8.68981,10.7856,14.3436
Eip55E,162.506,170.172,178.665,84.3875,74.1524,57.9918
CG5482,30.6051,38.3048,33.5054,44.0426,61.4883,81.7972
CG30122,34.5167,29.6339,26.9535,21.2369,37.2759,35.3965
SP2637,15.5794,11.1567,11.0455,14.1177,19.3643,22.9026
Gint3,19.1641,25.3774,17.8487,30.5107,42.3917,66.207
CG33136,0.0212449,0.0169139,0.0362489,3.73213,6.16244,10.6738
edl,2.39333,4.03824,2.99128,3.79968,5.45409,14.282
CG15072,9.20542,5.31311,4.27527,3.85998,8.85521,15.2418
CG18604,10.6709,5.91832,4.88917,4.68948,9.5399,19.727
CG33998,0,0,0,0,0.720874,11.307
CG18609,3.94229,7.07215,15.0391,4.00266,1.04144,0.50262
CG42351,14.3153,32.112,48.3717,65.2672,46.4103,58.1136
CG15093,783.042,447.172,681.298,93.5137,27.8491,11.3816
CG15080,3.98944,44.6389,10.5102,0.146852,0.076151,0.220028
CG15094,10.9543,9.91756,11.1903,16.2517,16.0273,17.0172
l(2)08717,90.4717,72.4246,44.3976,36.9514,46.2973,70.6148
CG15096,54.3474,63.3712,41.7497,23.1496,13.0068,48.6735
l(2)03709,366.548,384.169,267.424,95.2247,90.983,100.761
CG15097,16.1015,5.99654,2.91994,1.5475,8.68518,29.4068
CG15098,46.5417,48.8435,94.5975,348.061,403.324,480.338
CG15083,77.5916,32.6783,60.6176,80.4837,63.8875,69.838
CG15099,8.37473,8.71335,8.39202,10.7869,21.3032,33.6179
CG15100,33.1436,40.6129,29.7718,14.3522,20.7752,22.3285
CG18190,1.09137,0.906789,2.29453,6.8139,10.5837,14.1177
Jheh1,65.9747,112.584,74.4342,44.4887,19.3465,12.1657
Jheh2,13.6813,33.4068,43.8587,57.4193,51.8336,48.4929
Jheh3,76.527,103.801,65.5426,121.251,49.2951,12.1165
Dpt,0.0143403,0.0342506,1.68829,52.4584,249.223,150.394
DptB,1.30078,0.202068,12.5588,116.441,240.109,57.4299
sano,7.82949,9.41519,4.91672,4.28943,9.17185,13.7547
prod,15.7263,12.195,9.91454,11.5838,17.8339,20.4607
CG15107,3.43198,3.63934,3.08583,5.4203,7.33371,10.1171
abba,43.4409,36.7437,64.7545,41.1374,60.9731,74.1475
CG15109,0,0.0154699,0.892312,20.7856,50.8038,62.4018
5-HT1A,10.4038,2.65273,0.868303,0.443879,0.622803,0.810343
CG15117,13.5692,16.4343,6.3606,4.32827,3.97256,7.32395
CG15118,15.3952,14.2414,15.4425,27.0262,34.1552,42.9497
CG15111,22.1357,29.0737,23.0857,22.2468,25.3214,29.9952
ena,13.1232,7.82313,6.94472,6.51124,17.7329,32.7247
CG10737,63.735,47.8302,72.4303,55.8138,57.3505,39.1315
CG7137,25.1512,15.6805,10.1443,7.20995,9.36049,10.5781
cora,82.7724,53.5864,49.8434,34.438,46.179,39.603
wbl,17.148,26.415,12.8264,9.07323,30.3925,63.0962
CG10474,22.7963,4.81823,2.36095,0.024072,0,0
CG18607,13.8517,27.8571,34.4727,25.3931,5.60222,1.24054
FK506-bp2,687.077,699.287,588.266,403.786,381.492,380.598
mip40,7.69161,9.8185,8.45258,10.665,16.0967,18.1746
Tab2,15.207,10.9011,12.5999,20.5508,24.9536,22.0265
CG7461,76.2049,96.394,80.7976,59.3141,49.1747,54.1471
endoB,13.8882,6.3543,2.96099,3.5882,6.25457,7.93071
CG9975,0.0469711,0.033656,4.02323,12.1103,30.5429,31.3475
CG11961,48.6643,90.9885,39.5354,46.6016,23.6203,19.5099
CG10051,18.5141,32.4406,7.87191,32.6152,25.2606,14.3192
CG9416,10.8437,11.3916,6.66683,7.73277,11.3904,26.1862
CG10062,14.76,11.6567,15.5537,13.4886,8.31856,10.777
CG10073,31.2912,51.8779,184.453,46.4192,14.6362,1.28171
CG10081,76.8666,51.7692,79.5053,18.053,8.58787,1.69172
cer,6.28857,10.8788,21.2591,191.662,492.151,967.703
hts,84.0319,72.0276,70.0622,30.8671,40.5194,39.1983
CalpA,43.8593,35.1412,27.5613,17.6082,15.9952,15.244
Fak56D,9.50075,8.58157,7.72736,7.17273,10.518,14.0028
Spt5,23.6398,19.2517,15.9288,17.1585,23.2067,26.5926
RpL11,3101.66,2407.94,1965.78,1659.43,1475.13,1622.07
Elongin-C,96.7161,101.118,78.7505,97.4112,108.299,126.036
betaTub56D,1164.03,1870.97,1530.48,1415.73,1472.22,1463.77
CG7744,16.2801,13.979,8.83882,4.28863,5.80244,6.45739
par-1,60.5475,44.9626,41.5912,33.0541,57.885,66.2877
CG11242,7.77381,11.819,12.8436,18.5659,27.9962,41.8743
Rep,8.23501,8.87052,7.35697,7.91517,10.5946,14.2634
hpo,10.0924,9.07901,11.2271,13.2377,23.2966,32.4625
CG16926,24.5646,30.5214,95.3578,258.244,206.245,280.744
CG11007,19.9197,22.8721,17.6622,9.65086,11.1221,17.7969
sm,8.83478,8.50637,6.30098,25.4633,60.8561,74.8685
CG15905,2.47857,1.44081,0.771967,3.62507,15.4092,37.3072
hrg,19.3662,14.0327,12.4699,17.3451,32.3269,40.3988
isopeptidase-T-3,2.97383,2.09448,1.71563,4.06085,7.72359,10.1386
CG15127,13.4898,7.69274,5.64336,7.73081,4.58075,1.98305
CG34198,33.3969,14.1823,21.3143,8.50706,5.19029,2.40355
CG15128,0.021308,0.0113094,0.290853,6.9482,14.8735,20.9272
Obp56a,382.468,1763.43,496.389,195.832,152.635,68.0359
Obp56b,11.1882,9.76224,4.43261,5.72705,5.15806,2.48614
Obp56d,105.411,54.0577,600.656,382.03,860.989,785.381
Obp56e,3.52756,0.366316,7.54539,16.025,9.95236,2.6432
CG8517,0.0194576,0.015491,0.232396,12.4662,28.1598,40.3581
Obp56h,78.4998,27.0058,15.9495,12.9283,8.51318,5.55659
Toll-7,13.9207,5.5572,3.0437,4.25571,12.4313,16.5369
CG8654,4.92929,9.75398,14.133,14.9133,5.67443,6.78058
18w,7.94508,7.09184,5.01815,4.84666,11.9015,16.9947
CG16894,0,0,0.192661,5.61537,11.8227,16.4149
CG11208,130.286,106.246,93.0005,112.576,81.7306,71.4504
CG9864,48.9237,71.7771,59.6346,28.0187,29.2922,42.4408
Ate1,15.5442,14.457,20.0153,14.8245,17.7315,22.705
CG11055,9.12665,12.0856,8.73804,9.53766,14.3706,15.6261
mus209,114.033,86.9807,52.0955,65.243,72.5439,77.5163
RpS18,5895.17,4067.48,3658.41,3324.94,3072.23,3151.15
CG10444,14.8797,18.5676,14.2484,7.26564,18.5183,47.129
CG9143,29.2193,16.2838,10.6396,4.75645,5.38747,5.74062
CG9090,133.987,107.041,208.997,154.451,55.7062,16.054
CG16868,10.9519,5.72945,3.44326,4.62936,8.17932,10.2222
Cpr56F,20.4684,64.7254,99.6403,3.56985,7.81078,16.294
CkIIbeta2,0,0,0,4.13118,7.28087,10.8743
CG11200,11.3668,75.3296,15.7003,4.27789,8.06129,16.9613
CG8920,14.179,23.2572,18.6223,21.7048,32.5151,42.3324
CG13868,51.3549,45.7811,80.3609,39.6377,41.8312,39.0444
MED8,15.1883,14.2363,12.136,14.0084,16.3678,22.1489
CG8929,32.141,24.0682,20.0089,25.7471,44.3153,52.205
CG16739,0.146543,0.0666678,0.107159,3.89398,9.677,14.8729
CG30154,1.27727,2.01066,3.76431,10.6991,7.60983,7.73376
CG18067,12.0568,5.8466,40.2709,122.734,146.556,130.383
CG30148,6.07043,14.1835,25.5938,42.9941,35.5496,15.1441
Cpr57A,84.3613,37.0975,173.908,188.581,335.868,207.918
l(2)05510,24.684,21.4035,34.555,36.9651,44.746,70.0404
Nnf1a,2.85052,3.22954,3.06785,10.8384,12.1764,15.7113
bl,53.1696,47.1117,40.2568,41.5571,69.7396,81.2204
Hil,12.6102,24.5049,12.4869,7.05551,8.28087,8.58239
CG9945,9.55451,6.23353,5.77048,7.9514,11.3147,15.8361
CG11180,12.4645,8.4424,5.99255,2.97314,3.29375,4.22993
maf-S,68.7976,43.6579,31.1376,52.2426,77.9584,96.7905
CG11110,16.5525,15.0015,12.567,13.7609,14.7756,16.3686
CG33786,40.2697,15.3357,9.30411,5.08768,7.88232,7.46625
DMAP1,17.3203,14.5658,8.69014,10.8559,14.0356,17.5659
CG16799,9.2925,14.4309,27.6782,69.8259,41.7833,31.5966
Fem-1,17.4193,10.4462,11.1865,18.0198,41.5091,61.853
exu,1.2849,5.96907,9.52864,30.0641,61.627,74.4853
CG30152,46.009,41.9256,24.468,41.5856,84.7839,122.061
CG13438,4.15284,165.536,26.4609,0,0.0335507,0.920933
CG34201,7.31225,207.118,16.1136,0,0,0.0314326
CG34202,47.2614,948.92,83.9946,0.0460782,0.0207501,0.537023
CG13443,1.71733,86.8064,5.52443,0,0,0.133067
CG15226,8.38079,205.64,25.9739,1.9909,0.315004,0.323058
CG15225,79.5886,1813.71,263.405,0.857566,0.370735,1.25992
sktl,23.923,23.4371,20.4735,16.1486,22.3672,48.5412
CG9993,17.6183,8.28008,4.05532,17.7061,9.10549,1.68824
IM4,35.4981,6.92498,13.6379,27.4743,43.1338,42.7752
otp,11.1679,5.72264,5.0397,3.95842,6.07369,6.83773
CG9235,0,0.010332,0.0664289,3.26325,7.30734,10.3092
